,Quote,Link
263,Akshay Software,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/akshaysoftware/AS21
264,Akzo Nobel,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI
265,Akzo Nobel Chem,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/akzonobelchemicalsindia/ANC
266,Al-Amanat Finan,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alamanatfinanceandcapitalservices/AAF02
267,Alacrity Elec,https://www.moneycontrol.com/india/stockpricequote/electricals/alacrityelectronics/AE02
268,Alacrity Housin,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alacrityhousing/AH01
269,Alacrity Sec,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alacritysecurities/AS04
270,Alan Scott Ind,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/alanscottindustries/ASI04
271,Alang Ind Gases,https://www.moneycontrol.com/india/stockpricequote/chemicals/alangindustriesgases/AIG
272,Alang Marine,https://www.moneycontrol.com/india/stockpricequote/shipping/alangmarine/AM03
273,Alankit,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alankit/EGJ
274,Albert David,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/albertdavid/AD01
275,Alchemie Organi,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/alchemieorganics/AO01
276,Alchemist,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
277,Alchemist Corp,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alchemistcorporation/AC23
278,Alchemist Real,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/alchemistrealty/AR08
279,Alcobex Metals,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/alcoblexmetals/AM04
280,Alembic,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08
281,Alembic Glass,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/alembicglassindustries/AGI
282,Alembic Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
283,Alert Petrogas,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alertpetrogas/AP04
284,Alexander Stamp,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alexanderstampsandcoin/JLF
285,Alexcon Extr,https://www.moneycontrol.com/india/stockpricequote/aluminium/alexconextrusions/AE03
286,Alexcon Foam,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/alexconfoamcast/AF04
287,Alfa Exports,https://www.moneycontrol.com/india/stockpricequote/chemicals/alfaexportstechnologies/AET01
288,Alfa ICA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alfaicaindia/AIC
289,Alfa Laval,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/alfalavalindia/ALI02
290,Alfa Transforme,https://www.moneycontrol.com/india/stockpricequote/electricequipment/alfatransformer/AT06
291,Alfavision Sec,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/alfavisionsecuritiesfinance/ASF
292,Alfred Herbert,https://www.moneycontrol.com/india/stockpricequote/engineering/alfredherbertindia/AHI
293,Algoquant Finte,https://www.moneycontrol.com/india/stockpricequote/algoquantfinte/algoquantfintech/HET01
294,Alicon Castallo,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aliconcastalloy/EC06
295,Alka Diamond,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/alkadiamondindustries/ADI01
296,Alka India,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/alkaindia/AI52
297,Alka Secur,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alkasecurities/AS17
298,Alkali Metals,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkalimetals/AM11
299,Alkem Lab,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05
300,Alkosign,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alkosign/A20
301,Alkyl Amines,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC
302,All Metal Proc,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/allmetalprocessindustries/AMP
303,Allahabad Bank,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/allahabadbank/AB15
304,Allcargo,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/allcargologistics/AGL02
305,Alliance Capita,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/alliancecapitalfinancialservices/ACF01
306,Alliance Credit,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancecreditinvestments/ACI03
307,Alliance Funds,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancefundsmanagement/AFM
308,Alliance Integ,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/allianceintegratedmetaliks/AIM
309,Allied Computer,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alliedcomputersinternationalasia/ACI13
310,Allied Digital,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allieddigitalservices/ADS01
311,Allied Resins,https://www.moneycontrol.com/india/stockpricequote/chemicals/alliedresinschemicals/ARC
312,ALLSEC Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsectechnologies/ALL01
313,Allsoft Corp,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsoftcorporation/AC17
314,Almondz Global,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS
315,Alna Trading,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alnatradingexports/ATE03
316,Alok Industries,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54
317,Alora Trading ,https://www.moneycontrol.com/india/stockpricequote/trading/aloratradingcompanylimited/ATC03
318,Alp Exports,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/alpexports/AE04
319,Alpa Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11
320,Alpha Drugs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alphadrugsindia/ADI
321,Alpha Graphic,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphagraphicindia/AGI03
322,Alpha Hi-Tech,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphahitechfuel/AHT
323,Alphageo,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageoindia/AI10
324,Alphalogic Tech,https://www.moneycontrol.com/india/stockpricequote/alphalogictech/alphalogictechsys/AT23
325,Alpic Finance,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpicfinance/AF05
326,Alpine Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpinecapitalservices/ACS
327,Alpine Hsg,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alpinehousingdevcorp/AHD
328,Alpine Ind,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/alpineindustries/AI11
329,Alps Industries,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/alpsindustries/AI12
330,Alps Infosys,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alpsinfosys/AI42
331,Alps Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpslaboratories/AL04
332,Alps Motor Fin,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alpsmotorfinance/AMF03
333,Alsa Construct,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/alsaconstructionshousing/ACH
334,Alsa Marine,https://www.moneycontrol.com/india/stockpricequote/aquaculture/alsamarineharvests/AMH
335,Alstone Text,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alstonetextiles/SH14
336,Altos India,https://www.moneycontrol.com/india/stockpricequote/computershardware/altosindia/AI13
337,Alufluoride,https://www.moneycontrol.com/india/stockpricequote/chemicals/alufluoride/A01
338,Alumilite Archi,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/alumilitearchitecturals/AA16
339,Aluminium Ind,https://www.moneycontrol.com/india/stockpricequote/aluminium/aluminiumindustries/AIL
340,Amajin Agro Exp,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/amajinagroexports/AAE
341,Amal,https://www.moneycontrol.com/india/stockpricequote/dyespigments/amal/AP05
342,Amalgamated Ele,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amalgamatedelectricity/AE05
343,Aman Aditya Fin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amanadityafinancialservices/AAF
344,Amani Trading,https://www.moneycontrol.com/india/stockpricequote/trading/amanitradingexports/ATE01
345,Amar Alcoholi,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/amaralcoholi/AA07
346,Amar Dye-Chem,https://www.moneycontrol.com/india/stockpricequote/chemicals/amardyechem/ADC
347,Amar Remedies,https://www.moneycontrol.com/india/stockpricequote/personalcare/amarremedies/AR07
348,Amar Vanijya,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amarvanijya/AVL
349,Amara Raja Batt,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
350,Amarjothi Spin,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amarjothispinningmills/ASM01
351,Amarnath Sec,https://www.moneycontrol.com/india/stockpricequote/financegeneral/amarnathsecurities/AS25
352,Amb Cem East,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacementeastern/ACE
353,Amba Enterprise,https://www.moneycontrol.com/india/stockpricequote/electricequipment/ambaenterprises/AE18
354,Ambalal Sarabha,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ambalalsarabhaienterprise/ASE
355,Ambani Organics,https://www.moneycontrol.com/india/stockpricequote/ambaniorganics/ambaniorganics/AO
356,Ambe Hotel,https://www.moneycontrol.com/india/stockpricequote/hotels/ambehotelresorts/AHR02
357,Amber Enterpris,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amberenterprisesindialimited/AEI01
358,Ambica Agar,https://www.moneycontrol.com/india/stockpricequote/trading/ambicaagar/AA9
359,Ambik Proteins ,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ambikproteins/APL01
360,Ambika Cotton,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ambikacottonmills/ACM04
361,Ambika Silk,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ambikasilkmillsco/ASM05
362,Ambition Mica,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambitionmica/AM
363,Ambitious Plast,https://www.moneycontrol.com/india/stockpricequote/plastics/ambitiousplastomac/AP06
364,Ambuja Agro,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ambujaagroindustries/AAI01
365,Ambuja Cem Raj,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacementrajasthan/ACR01
366,Ambuja Cements,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18
367,Ambuja Electro,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ambujaelectrocastings/AE06
368,Ambuja Flour,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/ambujaflourmills/AFM01
369,Ambuja Shipping,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ambujashippingsoftware/ASS
370,Ambuja Zinc,https://www.moneycontrol.com/india/stockpricequote/miningminerals/ambujazinc/AZ
371,Amco India,https://www.moneycontrol.com/india/stockpricequote/plastics/amcoindia/AI61
372,AMD Industries,https://www.moneycontrol.com/india/stockpricequote/packaging/amdindustries/AMD02
373,AMEI Power,https://www.moneycontrol.com/india/stockpricequote/electricequipment/ameipower/AME
374,American Paints,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/americanpaintsindia/API04
375,American Remedy,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/americanremedies/AR03
376,AMERISE BIO,https://www.moneycontrol.com/india/stockpricequote/amerisebio/amerisebiosciences/AI53
377,Amethi Textiles,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amethitextiles/ATL02
378,Amex Carbonates,https://www.moneycontrol.com/india/stockpricequote/chemicals/amexcarbonateschemicals/ACC01
379,Amforge,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/amforgeindustries/AI14
380,Ami Computers,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/amicomputersindia/ACI04
381,AMI Organics,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/amiorganics/AO05
382,Amigo Exports,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amigoexports/AE07
383,Amin Tannery,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/amintannery/AMINT54177
384,Amines Plast,https://www.moneycontrol.com/india/stockpricequote/chemicals/aminesplasticizers/AP07
385,Aminex Chemical,https://www.moneycontrol.com/india/stockpricequote/chemicals/aminexchemicals/AC03
386,Amison Foods,https://www.moneycontrol.com/india/stockpricequote/aquaculture/amisonfoods/AF06
387,Amit Intern,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/amitinternational/AI15
388,Amit Securities,https://www.moneycontrol.com/india/stockpricequote/financegeneral/amitsecurities/AS13
389,Amit Spinning,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amitspinningindustries/ASI03
390,AMJ Land ,https://www.moneycontrol.com/india/stockpricequote/paper/amjland/PPP
391,AML Steel,https://www.moneycontrol.com/india/stockpricequote/miningminerals/amlsteel/AML03
392,Ammana Bio,https://www.moneycontrol.com/india/stockpricequote/chemicals/ammanabiopharma/ABP
393,Ampro Products,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/amproproducts/AP08
394,Amrapali Cap,https://www.moneycontrol.com/india/stockpricequote/financegeneral/amrapalicapitalfinanceservices/ACF05
395,Amrapali Devlpr,https://www.moneycontrol.com/india/stockpricequote/trading/amrapalidevelopersindia/ADI04
396,Amrapali Fincap,https://www.moneycontrol.com/india/stockpricequote/financegeneral/amrapalifincap/AF08
397,Amrapali Ind,https://www.moneycontrol.com/india/stockpricequote/trading/amrapaliindustries/AI16
398,Amraworld,https://www.moneycontrol.com/india/stockpricequote/trading/amraworldagrico/AA13
399,Amrit Banaspati,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/amritbanaspaticompany/ABC06
400,Amrit Corp,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/amritcorporation/AC20
401,Amrut Credit,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/amrutcreditcorporation/ACC02
402,Amrut Ind,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/amrutindustries/AI17
403,Amrutanjan Heal,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/amrutanjanhealthcare/AHC01
404,AMS POLYMERS,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amspolymerslimited/SMA02
405,AMSL,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/artemismedicareservices/ARTEM54291
406,Amsons Apparels,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/amsonsapparels/AA09
407,Amtek Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amtekauto/AA01
408,Amzel Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amzelautomotive/AA03
409,Anagram Finance,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/anagramfinance/AF07
410,Anan Drug,https://www.moneycontrol.com/india/stockpricequote/chemicals/anandrugchem/ADC01
411,Anand Cotspin,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/anandcotspin/AC04
412,Anand Credit,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/anandcredit/AC14
413,Anand Projects,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/anandprojects/AES
414,Anand Rathi,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/anandrathiwealth/ARW
415,Anand Rayons,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/anandrayons/AR09
416,Anant Raj,https://www.moneycontrol.com/india/stockpricequote/anantraj/anantraj/ARI
